merchant_id,merchant_name,merchant_category,merchant_city,merchant_state,is_international
M65757-943765,"Snyder, Smith and Rosario",healthcare,Aguilarbury,CT,No 
M98047-383602,Curry-Villarreal,grocery,Nguyenside,KY,No
M18006-780587,"Bailey, Ortega and Padilla",utilities,West Morgan,UT,No
M10645-442354,Perez-Robinson,electronics,Rileymouth,LA,Yes
M47444-459968,"Perez, Johnson and Allen",grocery,Taylorside,PR,No
M17380-757364,Walker-Stephens,electronics,Marissafort,NM,Yes
M64321-437813,"Robinson, Williams and Rivera",entertainment,Matthewsburgh,AZ,No
M68097-127839,Flores-Oconnor,grocery,Ariasberg,MO,No
M98147-531803,"Ballard, Smith and Patterson",entertainment,Christopherfurt,AS,No
M853-369993,Nelson-Barber,gas,Morsestad,IL,No
M57152-612035,"Miller, Newman and Hart",entertainment,Wallacemouth,SC,No
M34276-582431,Garcia-Terry,dining,West Adamview,SD,No
M38084-305468," Byrd, Green and Mcgrath ",grocery,Lake Jamesshire,NH,No
M57839-535906,"Myers, Sanders and Williams",dining ,South Jeannestad,WY,No
M72211-227088,Burns PLC,electronics,Burkeborough,ID,No
M99963-885153,Price-Kim,electronics,East Summermouth,TX,No
M67296-106343,Moore-Frederick,entertainment,East Jacobmouth,OR,No
M44313-29503, Pineda-Dixon ,grocery,Cardenastown,WY,No
M6137-596252,"Miller, Reynolds and Preston",travel,Montgomeryshire,MO,No
M79507-455571,"Knight, Golden and Jones",gas,Bradshawmouth,SD,No
M3666-561010,Smith-Brown,travel,Greershire,RI,No
M77571-54660,Simmons Group,,Bowersstad,DC,No
M75269-401002,Holt-Soto,clothing,Bartonberg,AS,No
M30150-592753,Mitchell Ltd,clothing,Chelseyberg,WV,No
M62467-724643,Martinez-Kennedy,gas ,Loweryfurt,PW,No
M5468-352468,Cameron Inc,utilities,Arroyomouth,FL,Yes
M76086-297064,"Sanchez, Middleton and Johnson",healthcare,New Carriebury,,No
M44145-433489,Mcdowell-Moore,electronics,North Rachelborough,MA,No
M69285-369092,"Haas, Stanton and Scott",online_retail,Lake Henrychester,OH,No
M64212-18966,"Valdez, Watson and Smith",travel,Port Danielle,HI,No
M40498-453454,Esparza-Lowe,HEALTHCARE,Kelseyfort,OR,No
M25458-872613,"Chung, Brown and Campbell", grocery,North Sheryl,NY,No
M53760-626543,"Rogers, Davis and Torres",clothing,Michaelton,TX,No
M91672-714339,"Martin, Hill and Jackson",entertainment,Montgomeryfurt,WA,No
M32541-31283,Williams Inc,clothing,New Brandi,ID,No
M18717-179781,"Cervantes, Strickland and Reid",clothing,New Alex,NV,No
M57620-577599,"Smith, Stewart and Lewis",utilities,South Keith,NM,
M48457-440444,Watson-Moore,dining,Campbellville,MI,No 
M47790-101561,Thompson LLC,gas,West Paulamouth,FL,No
M40270-470545,"Washington, Lee and Smith",dining,East Erica,MH,Yes
M19878-297069,Harmon LLC,travel,West Shannon,OK,No
M35829-347847,"Young, Powell and Walls",utilities,New Sonya,OK,No
M12171-470607,Hoffman and Sons,grocery,Costachester,PW,No
M70978-547400,"Reeves, Gilmore and Miller",utilities ,South William,AK,Yes
M41803-147494,Garcia PLC,utilities,East Elizabeth,MT,No
M9063-100609,Williams-Smith,healthcare,East Jennifer,FL,No
M46045-511336,"Martin, Wells and Rosario",electronics,Websterberg,WV,No
M84291-674451,"Sanchez, Watson and Robles",dining,Debraland,WY,No
M88258-236756,Howard and Sons,healthcare,Lake Amber,AK,Yes
M57199-713063,"Shannon, Campbell and Lopez",grocery,East Michael,TN,No
M81644-991135,"Martinez, Curry and Baker",online_retail,Thomasburgh,WY,No
M50083-911564,"Smith, Mcgrath and Miller",entertainment,Lynchhaven,PW,Yes
M89239-508597,Brown Inc,entertainment,New Lisaside,MS, No
M45564-996635,"Harper, Shaffer and Garrett",online_retail,Lake Laurenshire,MI,No
M49411-590794,George-Curtis,clothing,Port Paula,CA,No
M74909-556716,Fields LLC,entertainment,Nealberg,MO,No
M50213-401329,"Lloyd, Williams and Lin",electronics,Ramirezbury,HI,No
M13389-216424,"Roy, Dixon and Smith",dining,Janeshire,MN,No
M46258-84913,Miller Inc,gas,Port Lance,VA,No
M8883-416610,"Cummings, Craig and Mendez",clothing,South Elizabethtown,MA,No
M61498-219021,Smith Group,healthcare,East Adam,AS,No
M9909-341306,Mullen and Sons,electronics,North Emilyside,WI,No
M45693-729792,"English, Franklin and Jimenez",utilities,East Sharon,MO,yes
M12640-796375,,gas,Lake Dennis,MP,No
M78454-837542,"Wilson, Graham and Griffin",grocery,Silvaberg,MA,No
M53613-187739,"Beltran, Miller and Ramirez",electronics,Adkinsstad,UT,No
M68689-805559,Grant PLC,online_retail,Lake Jennifer,AZ,No
M28282-947549,Norman LLC,entertainment,Lake Dustinbury,PW,No
M43657-96113,"Fernandez, Mendez and Buckley",dining ,Martinfort,MO,Yes
M32486-87259,Freeman-Perry,clothing,Jasmineland,OH,No
M22581-321569,Marsh Ltd,entertainment,North Samanthafort,CO,No
M99957-438847,"Garcia, Miller and Stanton",gas,East Valeriestad,VT,no
M76180-960452,Garrett-Davidson,grocery,Wallacebury,NE,No
M37140-977607,Bartlett-Lopez,clothing,Lake Jessicahaven,AR,Yes
M96469-559899,Lewis Ltd,grocery,South Hunterside,NE,No
M89714-701002,"Marshall, Lawrence and Ruiz",online_retail,West Candicestad,VT,No
M23776-861254,Robinson-Stokes,entertainment,Penningtonburgh,DC,No
M34159-61558,Smith Ltd,gas,Lisaville,CT,No
M11045-234860,Wilson-Farrell,utilities,Baileystad,IN,No
M62518-384143,Wood-Thomas,online_retail,South Pamelaburgh,MS,No
M24004-747267,Velazquez PLC,gas,Thomasview,ID,No
M12861-779099,Huynh-Sanchez,clothing,New Johnchester,IA,No
M81591-728690," Campbell, Anderson and Zamora ",dining,North Angela,HI,No
M77140-334481,Dillon Ltd,grocery,West Ashleyberg,ID,No
M6460-223121,"Diaz, Kirby and Hamilton",clothing,West Benjaminside,WY,No
M64789-294793,"Jones, Arroyo and Johnson",utilities,South Amyburgh,PA,No
M46911-553650,"Macias, Gonzalez and Aguilar",electronics,Reynoldston,IA,No
M72261-87839,"Rogers, Garcia and Rodriguez",clothing,Goodwinbury,CT,No
M59871-999829,Rodriguez-Brooks,dining,West Donald,NV,No
M62604-593839,Doyle PLC,online_retail,Wendyhaven,AR,No
M79473-606973,Fox-Bruce,travel,Williamsstad,SC,No
M55089-975294, Jones Group ,clothing,Robertsonmouth,LA,No
M11068-591683,Morgan-Trujillo,clothing,Anthonychester,CO,Yes
M37781-731575,Morales-Mcclure,travel,Jimmyshire,PW,No
M49469-399391,"Estrada, Obrien and Myers",clothing,Gallagherfurt,MO,No
M96719-716714,Cook Group,travel,Wardbury,VI,No
M10494-548148,"Nelson, Garrison and Escobar",clothing,West Anthonyland,PA,No
M80933-32951,Freeman-Ray,gas,West Zoe,WA,No
M46630-490191,"Wade, Herrera and Perez",healthcare,Nathanbury,KY,Yes
M53832-793903,"Mccullough, Lyons and Dickson",Grocery,South Julie,MI,No
M52324-463221,Brown and Sons,online_retail,Lake Seanside,MH,Yes
M87122-333247,Brown Group,utilities,New Luis,MI,No
M92512-612099,Walker-Gonzalez,grocery,South John,VA,No
M74553-43625,Davis-Wood,travel,Jacquelineland,WV,No
M74047-200015,Smith Group,gas,Briannaburgh,AS,No
M96422-98194,Hayes-Miles,online_retail,North Chris,HI,No
M84978-521514,Powers-Stewart,online_retail,West Ashley,IN,No
M43937-311313,Bailey PLC,clothing,Lake Dawnfort,VT,No
M72169-261050,Ross-Walker,dining,Laurenland,WV,No
M2652-826588,Anderson Group,utilities,Bonillafort,NE,No
M66943-685482, Quinn LLC ,dining,East Joshuahaven,NM,No
M29485-270931,"Long, Meadows and Arroyo",healthcare,Port Jose,CT,No
M86591-733246,Hendrix Ltd,dining,Hurstside,VI,No
M45485-475144, Bates-Hamilton ,Electronics,Lake Alexandra,KY, No
M9538-271371,Glass and Sons,utilities,North Cynthia,IN,No
M91682-621590,Hanson LLC,healthcare,Debbietown,SD,No
M91589-747348, Shaw-Combs ,dining,Stantonside,MP,No
M8084-825474,Barber-Gonzalez,entertainment ,Josehaven,FM,No
M89098-34017,"Wells, Wright and Peterson",online_retail,East Chelseamouth,TX,No
M32699-281486,Collins-Rodriguez,online_retail,Kellershire,VI,No
M36348-600451,Sloan-Greene,utilities,Pamelafort,MP,No
M16133-992020,Buchanan Inc,grocery,East Tara,LA,No
M88397-409292,Moore Inc,Gas,Joshuatown,NH,No
M24619-265688,"Davis, Williams and Grimes",entertainment,North Daniel,MP,No
M86616-100878,"Thomas, Schroeder and Hoffman",grocery,New Lisa,MD,No
M77043-329217,Williams Ltd,grocery,Nancyport,AS,No
M13249-379984,Owens-Horton,dining,West Stephen,GU,No
M17581-271154,Barker-Wilson,grocery,West Ashleyberg,AZ,No
M68714-751448,Malone-Hall,gas,Jakeview,MO,YES
M83335-877816,Smith-Salinas,travel,West Russellmouth,TX,No
M33667-381621,"Davis, Gates and Williams",healthcare,Shannonbury,WA,Yes
M43787-476884,Rose-Acevedo,entertainment,West Paul,DC,No
M58110-647065,"Doyle, Whitaker and Cannon",grocery,Lake Madisonton,ME,No
M91733-19046,Williams Group,online_retail,West Clayton,FL,No
M41578-642708,"Oliver, Spencer and Green",healthcare,Edwardsport,DE,No
M92312-976327,Owens Ltd,dining,East Katelynhaven,NC,no
M15766-301821,Poole PLC,grocery,Lake Shari,AK,No
M59926-144791,"Lewis, Williams and Long",dining,Stephenchester,LA,No
M14446-542046, Mitchell-Smith ,grocery,Davidhaven,MH,No
M27088-647899,Austin-Richard,gas,West Tracyside,IA,No
M54178-285027,Cook-Moore,travel,New Brian,NH,No
M2182-804065,Kim-Moreno,gas,East Benjaminchester,IA,No
M75086-858368,"Ramirez, Wheeler and Taylor",travel,Pollardview,MN,No
M29616-840342,Mcdonald-Williams,gas,Tammyhaven,NC,No
M26972-656386,"Grimes, Bird and Turner",healthcare,Patriciaville,KY,Yes
M48379-660953,"Craig, Allen and Johnson",grocery,Port Timothy,NM,No 
M66392-254842,"Perry, Gardner and Sutton",travel,West Marco,NY,No
M83129-498418,Rosales Ltd,entertainment,Marissamouth,NY,No
M50851-323790,"Peterson, Anderson and Fowler",grocery,Davidsonview,NY,No
M21519-160936,Jones-Brown,grocery,Port Victoria,GA,Yes
M35112-244371,"Walker, Wells and Lewis",clothing,South Julie,VI,No
M4994-857580,Dean Group,electronics,Lake Michelle,CA,No
M64101-555878,Doyle PLC,electronics,Powellmouth,DC,no
M41880-968204,"Thornton, Edwards and Maldonado",dining,Jenniferport,KY,No
M68123-41355,Doyle and Sons,dining,East Tiffany,KY,No
M50466-265444,"Johnson, Hoover and Mueller",dining,South Wanda,OK,No
M42314-195379,"Jones, White and Taylor",grocery,Lake Kathrynbury,IA,No
M40897-338479,Thompson-Lopez,travel,South Rachel,CA,No
M77233-12886,Wiggins-Ortiz,entertainment,Timothyfort,AL,Yes
M60332-578053,Allison LLC, clothing,Bakershire,KY,No
M76854-579128,"Molina, Howe and Leonard",gas,Halestad,UT,No
M19850-714052,Chase-Johnson,travel,South Benjaminberg,KS,Yes
M98384-223411,Young Ltd,online_retail,South John,UT,No
M63782-358662,Russell Ltd,entertainment ,East Benjamin,NH,No
M74824-162605,Dennis LLC,travel,Lake Omar,MP,No
M91850-716864,Gomez and Sons,gas,North Kathleenmouth,MO,Yes
M1496-232411,Cook Ltd,grocery,Shannonstad,AL,No
M23486-214127, Page-Fisher ,gas,Port Lynnchester,VI,No
M68935-634620,"Li, Hernandez and West",online_retail,Martinezshire,WV,No
M34263-32743,"Griffin, Dawson and Floyd",electronics,Davidbury,NJ,No
M23417-842429,Henderson Group,gas,West Tonyfurt,FM,No
M96652-393483,Perez Inc,healthcare,Lake Luis,KS,Yes
M81147-767520,Webb and Sons,travel,North Ginaport,FM,No
M60751-34836,"Mcbride, Harvey and Ramsey",dining,Lake Frankside,ND,No
M7427-354267,Porter and Sons,online_retail,Smithshire,HI,No
M40833-889804," Blankenship, Gray and Walls ",clothing,East Catherinefurt,,No 
M52824-338128,Casey-Jackson,utilities,Williamport,HI,Yes
M98261-710291,"Bryant, Smith and Bass",entertainment,North Danielmouth,VT,No
M51479-104384,"Hardy, Taylor and Lee",grocery,Lisahaven,NH,Yes
M25927-412583,Hodges-Sanders,travel,Lake Gregory,GU,No
M73168-258541,Mcbride Ltd,entertainment,Lake Alexander,MN,No 
M78581-545976,Barber-Livingston,clothing,Jeffreyside,CT,No
M17623-995054,Morris-Smith,HEALTHCARE,Michaelstad,FL, No
M68729-897575,Coleman Ltd,travel,North Gary,DE,No
M66762-674265,"Riley, Clark and Castillo",gas,South Kevinchester,CO,No
M54512-931892," White, Cooper and Friedman ",gas,Christinaport,AS,Yes
M26331-227284,Jones-Grant,travel,Port Casey,OH,No
M49141-757702,Davila-Reese,electronics,Josephton,ID,No
M3923-175032,Powell-Lewis,gas,Port Kimberly,DC,No
M59310-433214,Ortega-Davis,utilities,South Michaelton,AK,No
M836-773339,"Matthews, Kennedy and Warren",utilities,Grimesfurt,KY,No
M2789-298276,Martinez LLC,utilities,Tuckerville,DC,Yes
M57934-972052,Todd Inc,electronics,Griffinville,CO,No
M98292-336985, Moore Inc ,online_retail,Quinnville,NY,No
M4076-772653,Anderson Inc,electronics ,Teresahaven,WV,no
M28091-56125,Bryant and Sons,electronics,Deborahtown,GA,No
M55226-112500,Kelly PLC,entertainment,West Charlesmouth,MH,No
M99254-801445,Erickson-Reese,travel,Kimberlytown,GU,No
M90774-545693,Thompson-Sanchez,utilities,South Louisland,HI,No
M63840-671949,Payne-Thompson,gas,West Travis,DE,no
M3400-495402,Kelly Group,electronics,Lake Katherineburgh,LA,Yes
M63996-99556,"Parker, Smith and Lozano",HEALTHCARE,Lake Josefort,VT,No
M57900-885913,Cooper Group,dining,North Virginia,ID,Yes
M6554-490841,Hansen Group,dining,West Brian,NE,No
M72314-956717,Woods Inc,gas,Kevinchester,FM,No
M7429-654575,Hogan-Goodman,travel,Ramosmouth,SD,No
M77710-482720,"Castro, Carney and Parks",dining,North Bryan,ND,No
M11876-811039,White-Sanchez,travel,North Amandamouth,GA,No
M27657-304746,"Soto, Martinez and Snyder",gas,Mitchellstad,NC,No
M2682-857249,Cruz-Vang,grocery,Lake Ryanstad,NE,No
M78665-98330,"Buchanan, Li and Rosales",electronics,New Jason,FM,Yes
M43282-965198,Butler-Holland,travel,Mcgeeside,AS,No
M70888-810397,Rowe-White,electronics,Alexanderfurt,IA,No
M22268-301123,"Lawrence, Carson and Kelly",entertainment,South Susan,AL,No
M84221-886609,Walton Inc,dining,Bakermouth,CA,Yes
M2320-184002,Hoover PLC,healthcare,North Ambertown,GA,No
M60990-113649,"Cordova, Day and Zhang",clothing,North Lisatown,OR,No
M88250-38434,"Lopez, Barton and Johnson",utilities,Martinbury,MA,NO
M28110-974337,"Young, Hensley and Nunez",dining,Port John,MO,No
M31685-297216,"Tyler, Elliott and Williams",travel,Susanville,GU,No
M69735-668299,"Manning, Larson and Harris",online_retail,East Tara,FM,No
M60753-823527,"Lloyd, Fuentes and Johnson",healthcare,Jimmyshire,WV,No
M58881-468640,"Phelps, Fuller and Clay",travel,Allenstad,KY,No
M41609-322745,Adams Ltd,online_retail,East James,WA,No
M18255-585132,Khan-Haynes,utilities,Port Lisa,DC,No
M47632-457938,Jimenez-Black,clothing,Michaelville,AR,No
M96835-670698,Martin-Mercer,travel,Scottfort,OK,No
M77227-20818,Murray-Collins,gas,Ronaldfurt,CA,No
M74156-637354,Harper Ltd,electronics,West Lisaville,WI,No
M78715-767061,Evans-Cuevas,utilities,Michelleton,DC,Yes
M14925-615929,,utilities,,OR,Yes
M63313-486287,Perry-Becker,online_retail,Williamport,WY,NO
M83800-294028,Price-Krueger,utilities,Karenborough,TN,No
M66228-799858,Daniels and Sons,travel,Port Brianaville,RI,No
M30779-417545,Spencer-White,dining,West Heathershire,WI,Yes
M23185-315840,Martin-Wise,electronics,Gabriellebury,OR,Yes
M27518-610250,"Foster, Harvey and Wiggins",healthcare,West Robert,ME,No
M36466-984959,Whitney Inc,gas,New Blakeview,UT,No
M23074-232231,Smith Inc,dining,Websterton,TX,No
M50995-302585,Tucker-Johnson,online_retail,Lake Gailtown,MT,No
M98990-591912,Brown-Powell,healthcare,West Carolyntown,MP,NO
M94941-598884,"Martinez, Ross and Palmer",travel,South Rogerbury,IA,Yes
M63243-522423,Bowen PLC,utilities,Josephtown,ND,No
M26642-704663,Tyler-Ballard,healthcare,Bradleymouth,AR,No
M33376-257742,"Bullock, Mccarthy and Ward",online_retail,East Brian,VI,No
M58778-703491," Wilson, Lucas and Moran ",grocery,Port Melanie,SD,No
M33898-748104,"Neal, Allen and Perkins",utilities,Costachester,VI,No
M59450-469832,Fisher Ltd,electronics,East Steven,OK,No
M27930-228415,Wiley-Johnson,electronics,Lake Ashleychester,FM,No
M84048-128359,"Hale, Wilson and Mejia",gas,New Robert,VA,No
M46640-114613,Sanchez-Ward,grocery,New Brandi,OR,No
M47108-428853,Garcia Inc,online_retail,West Bethany,DE,No
M58467-541830,Gordon Group,gas,Scottview,NV,No
M97327-694579,"Evans, Dennis and Hughes",online_retail,Kingburgh,MI,No
M41445-795091,"Middleton, Taylor and Ward",healthcare,Lake Gregory,GA,No
M32552-176650,Boone LLC,entertainment,Campbellland,PR,Yes
M63801-924667,"Thompson, Hebert and Salinas",ELECTRONICS,Tracychester,TX,No
M7756-361555,Cook Inc,grocery,Port Antonioton,IA,No
M13123-504305,"Good, Reed and Wilson",online_retail,Port Jeremy,AR,No
M11023-899138,"Bernard, Norton and Roberts",gas,Smithshire,MP,Yes
M59956-54791,"Morrison, Walker and Kennedy",gas,West Tinafort,MT,No
M81488-597977, Barber-Lee ,gas,Payneland,NJ,No
M90768-991262,Ellis Ltd,electronics,Nguyenmouth,NM,No
M77755-220364,Jones LLC,clothing,North Anthony,GU,No
M28070-745270,"Wise, Macias and Horn",gas,Washingtonshire,RI,No
M60026-927584,"Anderson, Scott and White",CLOTHING,Cochranmouth,ME,No
M77220-659506,Williams-Jenkins,dining,Matamouth,OR,No
M6196-165597,"Jimenez, Green and Stanley",GAS,Brendastad,ID,No
M12197-641964,"Montes, Knox and Hernandez",clothing,Port Alexanderfort,GA,Yes
M36902-416295,Garcia-Garcia,grocery,Lake Vanessastad,OR,No
M62595-670738,Gonzalez LLC,healthcare,Jeanborough,SD,No
M8009-714201,Salas-Thompson,online_retail,Mendozatown,RI,No
M32674-598754,"Aguilar, Robbins and Wolfe",entertainment,West Kathleen,FL,No
M4272-213321,Bradley-Hill,electronics,North Clifford,AL,No
M42666-646391,Sosa LLC,electronics,Joshuashire,NM,No
M4120-391657,Palmer LLC,grocery,West Lisaville,SC,No
M54754-613127,"Fuller, Garcia and Freeman",clothing,Port Ashley,CO,No
M5889-408519,Saunders-Gonzalez,clothing,Jenniferton,AS,No
M45660-731484,Brown PLC,travel,New Lisaside,PW,No
M86411-478257,Hill-Nguyen,dining,New Crystal,NE,No
M65075-519085,"Schroeder, Franklin and Jensen",gas,South Kathrynview,DC,No
M497-792806,"Davis, Young and Davis",travel,Thompsonberg,WY,No
M61237-948236,"Diaz, Figueroa and Miller",clothing,Lunaberg,GA,No
M94381-662288,"Franklin, Gray and Herrera",healthcare,Wesleymouth,MP,No
M4443-948004,Ruiz-Hall,entertainment,South Christinabury,AL,No
M56885-692539,Landry PLC,online_retail,Scottchester,PA,No
M4282-221751,"Mcgee, Mcintyre and Owens",clothing,Lake Kristinfurt,NE,No
M48374-316921,Russell-Benton,healthcare,West Cynthialand,RI,No
M13804-121758," Hogan, Robinson and Wilson ",online_retail,New Maria,VT,No
M63309-505088,Bridges PLC,gas,Melissaport,AL,No
M31325-948254,"West, Weber and Hoover",dining ,Michaelshire,AK,No
M2663-920890,Scott-Orr, clothing,New Cristianmouth,NY,No
M8310-936172,Coffey and Sons,clothing,New Kenneth,TX,No
M92069-83065,Boyer-White,gas,Ashleyshire,NJ,No
M39493-644694,Woodard-Allen,clothing,Mccormickberg,MH,No
M70421-784274,Gutierrez-Williams,healthcare,New Christine,NJ,no
M31180-744108,Waller PLC,healthcare,Gailview,MO,No
M89416-110290,"Marshall, Harper and Myers",clothing,South Anita,NV,No
M14494-510621,Davis PLC,electronics,Pattersonfort,IL,No
M22554-973704,"Weiss, Torres and Sandoval",gas,Jacksonville,IA,No
M4304-293185,"Brown, Washington and Grant",healthcare,West Tracyfurt,SD,No
M92981-990668,"Bass, Dominguez and Dickson",electronics,Michelleside,NC,No
M84997-743042,Cabrera-Harris,dining,Martinezport,MD,No
M71695-354174,Alvarez Ltd,online_retail,North Michael,WV,No
M45360-713499,Jennings LLC,travel,North Scottstad,UT,No
M53284-790876,Moore-Elliott,grocery,New Kevinside,TN,No
M98252-505757,"Smith, Hawkins and Hernandez",gas,Harmonberg,OH,No
M86861-119702,"Donovan, Gross and Cohen",electronics,West John,MN,No
M77236-686759,Richards LLC,online_retail,Bonniemouth,CA,No
M1551-717552,Cook and Sons,clothing,Kingville,UT,No
M78926-957481,Simpson-Gill,electronics,New Tiffany,KS,No
M12932-587037, Reyes and Sons ,entertainment,Christophermouth,CA,No
M35279-518881,"Wilson, Hall and Morris",healthcare ,Colemanland,AL,Yes
M94492-693409,"Tyler, Elliott and Williams",grocery,New Zachary,MO,Yes
M86112-21224, Vaughn Ltd ,travel,East Billyland,NM,No
M83587-141512," Rhodes, Schmidt and Benitez ",grocery,Lindsayton,OH,No
M55228-817076,Alvarado LLC,travel,Mossville,MH,No
M54621-908832,Wilson Group,ELECTRONICS,Kimberlyton,WY,No
M87317-521317,"Davis, Young and Davis",dining,Dawsonburgh,MA,No
M26627-715587,Arroyo-Griffith,clothing,Allenchester,UT,Yes
M38825-601644,"Stevens, Evans and Perez",entertainment,East Tanya,WI,No
M88533-66672,Massey-Hamilton,clothing,Port Donaldchester,MS,No
M64613-829604," Sheppard, Snyder and Hartman ",entertainment,Danielfort,AS,No
M18380-690094,Hill-Atkins,online_retail,East Lisa,FM,No
M10274-438608,Sherman-Hughes,healthcare,Port Robert,NM,Yes
M91956-686000,Jimenez-Sellers,clothing,South Barrymouth,GA,No
M13017-405967,Barton-Martin,electronics,Nelsonfort,LA,No
